name,affiliation
Justine Sherry,CMU
Ankit Singla,ETHZ
Anirudh Sivaraman,NYU
Alex C. Snoeren,UC San Diego
Robert Soulé,Università della Svizzera italiana
Patrick Thiran,EPFL
Laurent Vanbever,ETHZ
Walter Willinger,"NIKSUN, Inc."
Keith Winstein,Stanford
Minlan Yu,Harvard
Ben Zhao,U. Chicago
Sujata Banerjee,VMware Research
Ratul Mahajan,"University of Washington, Intentionet"
Aaron Schulman,UC San Diego
Amar Phanishayee,Microsoft Research
Anirudh Sivaraman,NYU
Anja Feldmann,MPI
Ankit Singla,ETH Zürich
Arpit Gupta,UCSB
Aruna Balasubramanian,Stony Brook University
Aurojit Panda,NYU
Barath Raghavan,USC
Brian Levine,University of Massachusetts Amherst
Costin Raiciu,University Pollitehnica of Bucharest
Dave Levin,University of Maryland
David Wetherall,Google
Deepak Ganesan,UMass Amherst
Deepak Vasisht,MIT
Dongsu Han,KAIST
Ellen Zegura,Georgia Institute of Technology
Ethan Katz-Bassett,Columbia University
Ganesh Ananthanarayanan,Microsoft Research
Hongqiang Harry Liu,Alibaba Group
Jeongkeun Lee,Barefoot Networks
Kate Lin,National Chiao Tung University
Katerina Argyraki,EPFL
Kun Tan,Huawei
Lili Qiu,UT Austin
Manya Ghobadi,MIT
Matthew Roughan,University of Adelaide
Minlan Yu,Harvard University
Mohammad Alizadeh,MIT
Nate Foster,Cornell University
Olivier Bonaventure,Université catholique de Louvain
Rachit Agarwal,Cornell University
Radhika Mittal,UIUC
Radhika Niranjan Mysore,VMware Research
Renata Teixeira,Inria
Rob Sherwood,Facebook
Romit Roy Choudhury,University of Illinois at Urbana Champaign
Ryan Beckett,Microsoft Research
Sanjay Rao,Purdue University
T.S. Eugene Ng,Rice University
Vyas Sekar,CMU
Xiaowei Yang,Duke University
Yibo Zhu,ByteDance Inc.
Sangeetha Abdu Jyothi,"UC Irvine, VMware Research"
Mina Tahmasbi Arashloo,Cornell University
Paolo Costa,Microsoft Research
Timothy G. Griffin,University of Cambridge
Junchen Jiang,University of Chicago
Xin Jin,Johns Hopkins University
Vincent Liu,University of Pennsylvania
Neil Spring,University of Maryland / Facebook
Ben Y. Zhao,University of Chicago
Danyang Zhuo,"Duke University, UC Berkeley"
Noa Zilberman,University of Oxford
Aditya Akella,University of Wisconsin–Madison
Nandita Dukkipati,Google
Aaron Schulman,UC San Diego
Adrian Perrig,ETH Zurich
Alex C. Snoeren,UC San Diego
Aman Shaikh,Google
Anja Feldmann,Max Planck Institute
Arpit Gupta,UC Santa Barbara
Barath Raghavan,University of Southern California
Behnaz Arzani,Microsoft
Brent Stephens,University of Illinois at Chicago
Dave Levin,University of Maryland
Ellen Zegura,Georgia Institute of Technology
Eugene Ng,Rice University
Fadel Adib,Massachusetts Institute of Technology
George Varghese,UC Los Angeles
Hakim Weatherspoon,Cornell University
Hitesh Ballani,Microsoft
Hongqiang Liu,Alibaba
Jen Rexford,Princeton University
Jitu Padhye,Microsoft
Kai Chen,Hong Kong University of Science and Technology
Kate Lin,National Chiao Tung University
Keith Winstein,Stanford University
Keon Jang,Max Planck Institute
Kun Tan,Huawei
KyoungSoo Park,Korea Advanced Institute of Science and Technology
Laurent Vanbever,ETH Zurich
Lili Qiu,UT Austin
Lixin Gao,University of Massachusetts Amherst
Matt Caesar,University of Illinois Urbana–Champaign
Michael Schapira,Hebrew University of Jerusalem
Mohammad Alizadeh,Massachusetts Institute of Technology
Morley Mao,University of Michigan
Mosharaf Chowdhury,University of Michigan
Muhammad Shahbaz,Purdue University
Mythili Vutukuru,IIT Bombay
Nate Foster,Cornell University
Nathan Bronson,Rockset
Neil Spring,Facebook
Noa Zilberman,University of Oxford
Olivier Bonaventure,UCLouvain
Radhika Niranjan Mysore,VMWare
Rajalakshmi Nandakumar,Cornell University
Ratul Mahajan,University of Washington and Intentionet
Ravi Netravali,UC Los Angeles / Princeton University
Romit Roy Choudhury,University of Illinois Urbana–Champaign
Srini Seshan,Carnegie Mellon University
Stefano Vissicchio,University College London
Sylvia Ratnasamy,UC Berkeley
Theo Benson,Brown University
Venkat Padmanabhan,Microsoft
Vincent Liu,University of Pennsylvania
Vishal Misra,Columbia University
Xiaowei Yang,Duke University
Xin Jin,Peking University
Yasaman Ghasempour,Princeton University
Yashar Ganjali,University of Toronto and Huawei Canada
Yibo Zhu,ByteDance
Zaffar Ayyub Qazi,Lahore University of Management Sciences
Brighten Godfrey,University of Illinois at Urbana-Champaign
Bruce Maggs,Duke University and Emerald Innovations
Ahmed Saeed,Georgia Institute of Technology
Alan Zaoxing Liu,Boston University
Alex Afanasyev,Florida International University
Amin Vahdat,Google
Ang Chen,Rice University
Aurojit Panda,New York University
Barath Raghavan,University of Southern California / Invisv
Behnaz Arzani,Microsoft
Bhuvana Krishnaswamy,University of Wisconsin-Madison
Boon Thau Loo,University of Pennsylvania
Brad Karp,University College London
Danyang Zhuo,Duke University
Dave Levin,University of Maryland
Dongsu Han,Korea Advanced Institute of Science and Technology
Elahe Soltanaghai,University of Illinois at Urbana-Champaign
Ennan Zhai,Alibaba
Fadel Adib,Massachusetts Institute of Technology
Gábor Rétvári,Budapest University of Technology and Economics & Ericsson Research
Haitham Hassanieh,University of Illinois at Urbana-Champaign
Haiying Shen,University of Virginia
Hamed Haddadi,Imperial College London and Brave
Heather Zheng,University of Chicago
Henning Schulzrinne,Columbia University
James Hongyi Zeng,Meta
Jia Wang,AT&T
Jiasi Chen,"University of California, Riverside"
Jon Crowcroft,University of Cambridge
Kyle Jamieson,Princeton University
Lalith Suresh,VMware
Lixia Zhang,"University of California, Los Angeles"
Manya Ghobadi,Massachusetts Institute of Technology
Marco Canini,King Abdullah University of Science and Technology
Mark Handley,University College London
Michael Mitzenmacher,Harvard University
Michael Schapira,Hebrew University of Jerusalem
Ming Liu,University of Wisconsin-Madison
Morley Mao,University of Michigan and Google
Mosharaf Chowdhury,University of Michigan
Neeraja J. Yadwadkar,UT Austin and VMware Research
Nick Feamster,University of Chicago
Oliver Hohlfeld,Brandenburg University of Technology
Omid Abari,"University of California, Los Angeles"
Rachee Singh,Microsoft
Ramesh Sitaraman,University of Massachusetts Amherst
Ran Ben Basat,University College London
Ranveer Chandra,Microsoft
Renata Teixeira,Netflix
Robert Soulé,Yale University
Roland van Rijswijk-Deij,University of Twente
Sachin Katti,Intel and Stanford University
Sanjay Rao,Purdue University
Sergey Gorinsky,IMDEA Networks Institute
Shivaram Venkataraman,University of Wisconsin-Madison
Shyam Gollakota,University of Washington
Soo-Jin Moon,Google
Steve Uhlig,Queen Mary University of London
Sue Moon,Korea Advanced Institute of Science and Technology
Walter Willinger,NIKSUN
Yang Richard Yang,Yale University
Zhi-Li Zhang,University of Minnesota
Mariana Afonso,Netflix
Santhosh Prabhu,VMware
Shangtong Zhang,University of Oxford
Vincent Liu,University of Pennsylvania
Yaxiong Xie,Princeton University
Vaneet Aggarwal,"Purdue University, USA"
Ana Aguiar,"University of Porto, Portugal"
Ehab Al-Shaer,"Carnegie Mellon University, USA"
Basel Alomair,"King Abdulaziz City for Science and Technology, Saudi Arabia"
Arash Asadi,"TU Darmstadt, Germany"
Hitoshi Asaeda,"National Institute of Information and Communications Technology (NICT), Japan"
Albert Banchs,"Universidad Carlos III de Madrid, Spain"
Wei Bao,"The University of Sydney, Australia"
Marinho Barcellos,"University of Waikato, New Zealand"
Novella Bartolini,"Sapienza University of Rome, Italy"
Stefano Basagni,"Northeastern University, USA"
Robert Birke,"ABB Corporate Research, Switzerland"
Anat Bremler-Barr,"Interdisciplinary Center Herzliya, Israel"
Christopher Brinton,"Purdue University, USA"
Francesco Bronzino,"Université Savoie Mont Blanc, France"
Raffaele Bruno,"IIT-CNR, Italy"
Kai Bu,"Zhejiang University, P.R. China"
Nirupama Bulusu,"Portland State University, USA"
Jun Cai,"Concordia University, Canada"
Lin Cai,"University of Victoria, Canada"
Zhipeng Cai,"Georgia State University, USA"
Rui Campos,"INESC TEC and Faculty of Engineering, University of Porto, Portugal"
Derya Cansever,"Army CERDEC, USA"
Xiaojun Cao,"Georgia State University, USA"
Zhichao Cao,"Michigan State University, USA"
Damiano Carra,"University of Verona, Italy"
Paolo Casari,"University of Trento, Italy"
Claudio Casetti,"Politecnico di Torino, Italy"
Eugene Chai,"NEC Laboratories American Inc, USA"
Jaya Prakash Champati,"IMDEA Networks Institute, Spain"
Mun Choon Chan,"National University of Singapore, Singapore"
S.-H. Gary Chan,"The Hong Kong University of Science and Technology, Hong Kong"
Zheng Chang,"University of Jyväskylä, Finland"
Sriram Chellappan,"University of South Florida, USA"
Alfred Chen,"University of California, Irvine, USA"
Jiasi Chen,"University of California, Riverside, USA"
Jiming Chen,"Zhejiang University, P.R. China"
Jing Chen,"Wuhan University, P.R. China"
Li Chen,"University of Louisiana at Lafayette, USA"
Lin Chen,"Sun Yat-sen University, P.R. China"
Minghua Chen,"City University of Hong Kong, Hong Kong"
Tingjun Chen,"Duke University, USA"
Xi Chen,"Samsung Electronics, Canada"
Yanjiao Chen,"Zhejiang University, P.R. China"
Yimin Chen,"University of Massachusetts Lowell, USA"
Yu Chen,"Binghamton University, USA"
Xiuzhen Cheng,"Shandong University, P.R. China"
Yu Cheng,"Illinois Institute of Technology, USA"
Man Hon Cheung,"City University of Hong Kong, Hong Kong"
Yi-Han Chiang,"Osaka Metropolitan University, Japan"
Luca Chiaraviglio,"University of Rome Tor Vergata, Italy"
Marco Chiesa,"KTH Royal Institute of Technology, Sweden"
Xiaowen Chu,"Hong Kong Baptist University, Hong Kong"
Mooi Choo Chuah,"Lehigh University, USA"
Mauro Conti,"University of Padua, Italy"
Yong Cui,"Tsinghua University, P.R. China"
Gabriele D'Angelo,"University of Bologna, Italy"
Salvatore D'Oro,"Northeastern University, USA"
Haipeng Dai,"Nanjing University, P.R. China"
György Dán,"KTH Royal Institute of Technology, Sweden"
Sajal Das,"Missouri University of Science and Technology, USA"
Luiz DaSilva,"Virginia Tech, USA"
Andrea Detti,"University of Rome 'Tor Vergata', Italy"
Marco Di Felice,"University of Bologna, Italy"
Roberto Di Pietro,"Hamad Bin Khalifa University, Qatar"
Khaled Diab,"Simon Fraser University, Canada"
Yingfei Dong,"University of Hawaii, USA"
Hongwei Du,"Harbin Institute of Technology, Shenzhen, P.R. China"
Wan Du,"University of California, Merced, USA"
Xiaojiang Du,"Stevens Institute of Technology, USA"
Andrzej Duda,"Grenoble Institute of Technology, France"
Gil Einziger,"Ben-Gurion University Of The Negev, Israel"
Tamer ElBatt,"The American University in Cairo (AUC), Egypt"
Ozgur Ercetin,"Sabanci University, Turkey"
Flavio Esposito,"Saint Louis University, USA"
Song Fang,"University of Oklahoma, USA"
Faramarz Fekri,"Georgia Institute of Technology, USA"
Stenio Fernandes,"Service Now, Canada"
Markus Fidler,"Leibniz Universität Hannover, Germany"
Ilario Filippini,"Politecnico di Milano, Italy"
Marco Fiore,"IMDEA Networks Institute, Spain"
Viktoria Fodor,"KTH Royal Institute of Technology, Sweden"
Roy Friedman,"Technion, Israel"
Xinwen Fu,"University of Massachusetts Lowell, USA"
Kensuke Fukuda,"National Institute of Informatics, Japan"
Jie Gao,"Rutgers University, USA"
Wei Gao,"University of Pittsburgh, USA"
Marisol García-Valls,"Universitat Politècnica de València, Spain"
Javad Ghaderi,"Columbia University, USA"
Silvia Giordano,"University of Applied Sciences and Arts of Southern Switzerland (SUPSI), Switzerland"
Domenico Giustiniano,"IMDEA Networks Institute, Spain"
Omprakash Gnawali,"University of Houston, USA"
Xiaowen Gong,"Auburn University, USA"
Yanmin Gong,"University of Texas at San Antonio, USA"
Sergey Gorinsky,"IMDEA Networks Institute, Spain"
Abhimanyu Gosain,"Northeastern University, USA"
Mahanth Gowda,"The Pennsylvania State University, USA"
Yong Guan,"Iowa State University, USA"
Zhangyu Guan,"University at Buffalo, USA"
Alexandre Guitton,"Clermont University, USA"
Linke Guo,"Clemson University, USA"
Song Guo,"The Hong Kong Polytechnic University, Hong Kong"
Xiaonan Guo,"Indiana University-Purdue University Indianapolis, USA"
Yuanxiong Guo,"University of Texas at San Antonio, USA"
Sangtae Ha,"University of Colorado Boulder, USA"
Bo Han,"George Mason University, USA"
Chong Han,"Shanghai Jiao Tong University, P.R. China"
Jinsong Han,"Zhejiang University, P.R. China"
Qi Han,"Colorado School of Mines, USA"
Zhenhua Han,"Microsoft Research Asia, P.R. China"
Zhu Han,"University of Houston, USA"
Hossam Hassanein,"Queen's University, Canada"
Suining He,"The University of Connecticut, USA"
Wenbo He,"McMaster University, Canada"
Yuan He,"Tsinghua University, P.R. China"
Artur Hecker,"Huawei, Germany"
Mohamed Hefeeda,"Simon Fraser University, Canada"
Ahmed Helmy,"University of Florida, USA"
Teruo Higashino,"Kyoto Tachibana University, Japan"
Takeshi Hirai,"Osaka University, Japan"
Moinul Hossain,"Towson University, USA"
I-Hong Hou,"Texas A&M University, USA"
Chengchen Hu,"Xilinx, USA"
Pengfei Hu,"Shandong University, P.R. China"
Qin Hu,"IUPUI, USA"
Yidan Hu,"Rochester Institute of Technology, USA"
He Huang,"Soochow University, P.R. China"
Longbo Huang,"Tsinghua University, P.R. China"
Syed Rafiul Hussain,"Pennsylvania State University, USA"
Stratis Ioannidis,"Northeastern University, USA"
George Iosifidis,"Delft University of Technology, The Netherlands"
Gentian Jakllari,"University of Toulouse, France"
Imad Jawhar,"Al Maaref University, Lebanon"
Bo Ji,"Virginia Tech, USA"
Mingyue Ji,"University of Utah, USA"
Xiaoyu Ji,"Zhejiang University, P.R. China"
Hongbo Jiang,"Hunan University, P.R. China"
Lei Jiao,"University of Oregon, USA"
Haiming Jin,"Shanghai Jiao Tong University, P.R. China"
Xin Jin,"Peking University, P.R. China"
Carlee Joe-Wong,"Carnegie Mellon University, USA"
Josep Jornet,"Northeastern University, USA"
Jason Jue,"University of Texas at Dallas, USA"
Igor Kadota,"Columbia University, USA"
Vana Kalogeraki,"Athens University of Economics and Business, Greece"
Clement Kam,"Naval Research Laboratory, USA"
Megumi Kaneko,"National Institute of Informatics, Japan"
Joon-Myung Kang,"Google, USA"
Jussi Kangasharju,"University of Helsinki, Finland"
Salil Kanhere,"UNSW Sydney, Australia"
Nikhil Karamchandani,"Indian Institute of Technology Bombay, India"
Holger Karl,"Hasso Plattner Institute, Germany"
Gunnar Karlsson,"KTH Royal Institute of Technology, Sweden"
Isaac Keslassy,"Technion, Israel"
Hana Khamfroush,"University of Kentucky, USA"
Abdallah Khreishah,"New Jersey Institute of Technology, USA"
Hwangnam Kim,"Korea University, South Korea"
Hyoil Kim,"Ulsan National Institute of Science and Technology (UNIST), South Korea"
Song Min Kim,"KAIST, South Korea"
Tatsuaki Kimura,"Osaka University, Japan"
Steven Ko,"Simon Fraser University, Canada"
Young-Bae Ko,"Ajou University, South Korea"
Ravi Kokku,"Merlyn Mind, Inc., USA"
Linghe Kong,"Shanghai Jiao Tong University, P.R. China"
Dimitrios Koutsonikolas,"Northeastern University, USA"
Iordanis Koutsopoulos,"Athens University of Economics and Business, Greece"
Shay Kutten,"Technion, Israel"
Richard La,"University of Maryland, USA"
Tian Lan,"George Washington University, USA"
Loukas Lazos,"University of Arizona, USA"
Rosa Leão,"Federal University of Rio de Janeiro, Brazil"
Chul-Ho Lee,"Texas State University, USA"
Jang-Won Lee,"Yonsei University, South Korea"
Kyunghan Lee,"Seoul National University, South Korea"
Patrick Pak-Ching Lee,"The Chinese University of Hong Kong, Hong Kong"
Stephen Lee,"University of Pittsburgh, USA"
Wonjun Lee,"Korea University, South Korea"
Youngki Lee,"Seoul National University, South Korea"
Marco Levorato,"University of California, Irvine, USA"
Bin Li,"The Pennsylvania State University, USA"
Fan Li,"Beijing Institute of Technology, P.R. China"
Feng Li,"Indiana University-Purdue University Indianapolis, USA"
Jian Li,"Binghamton University, USA"
Jun Li,"City University of New York, USA"
Ming Li,"University of Texas at Arlington, USA"
Ming Li,"University of Arizona, USA"
Mo Li,"Nanyang Technological University, Singapore"
Pan Li,"Case Western Reserve University, USA"
Qinghua Li,"University of Arkansas, USA"
Tao Li,"Indiana University-Purdue University Indianapolis, USA"
Wenjia Li,"New York Institute of Technology, USA"
Wenxin Li,"Tianjin University, P.R. China"
Yingshu Li,"Georgia State University, USA"
Yupeng Li,"Hong Kong Baptist University, Hong Kong"
Zhenhua Li,"Tsinghua University, P.R. China"
Zhenjiang Li,"City University of Hong Kong, Hong Kong"
Zhenyu Li,"Institute of Computing Technology, Chinese Academy of Sciences, P.R. China"
Xiaohui Liang,"University of Massachusetts Boston, USA"
Chi Lin,"Dalian University of Technology, P.R. China"
Kate Ching-Ju Lin,"National Chiao Tung University, Taiwan"
Phone Lin,"National Taiwan University, Taiwan"
Shan Lin,"Stony Brook University, USA"
Xiaodong Lin,"University of Guelph, Canada"
Zhen Ling,"Southeast University, P.R. China"
Benyuan Liu,"University of Massachusetts Lowell, USA"
Chi Harold Liu,"Beijing Institute of Technology, P.R. China"
Fangming Liu,"Huazhong University of Science and Technology, P.R. China"
Hang Liu,"The Catholic University of America, USA"
Hongbo Liu,"University of Electronic Science and Technology of China, P.R. China"
Jia Liu,"The Ohio State University, USA"
Jia Liu,"Nanjing University, P.R. China"
Jiangchuan Liu,"Simon Fraser University, Canada"
Jianqing Liu,"University of Alabama in Huntsville, USA"
Qin Liu,"Hunan University, P.R. China"
Qingyu Liu,"Virginia Tech, USA"
Xin Liu,"ShanghaiTech University, P.R. China"
Xiulong Liu,"Tianjin University, P.R. China"
Yao Liu,"University of South Florida, USA"
Yunhao Liu,"Tsinghua University, P.R. China"
Zhenming Liu,"College of William and Mary, USA"
Jaime Llorca,"New York University, USA"
Renato Lo Cigno,"University of Brescia, Italy"
Valeria Loscrí,"Inria Lille-Nord Europe, France"
Li Lu,"Zhejiang University, P.R. China"
Ning Lu,"Queen's University, Canada"
Zhuo Lu,"University of South Florida, USA"
John Chi Shing Lui,"Chinese University of Hong Kong, Hong Kong"
Changqing Luo,"Virginia Commonwealth University, USA"
Xiapu Luo,"The Hong Kong Polytechnic University, Hong Kong"
Feng Lyu,"Central South University, P.R. China"
Liran Ma,"Texas Christian University, USA"
Maurizio Magarini,"Politecnico di Milano, Italy"
Sindri Magnùsson,"Stockholm University, Sweden"
David Malone,"Maynooth University, Ireland"
Vincenzo Mancuso,"IMDEA Networks Institute, Spain"
Mahesh Marina,"The University of Edinburgh, United Kingdom"
Fabio Martignon,"University of Bergamo, Italy"
Janise McNair,"University of Florida, USA"
Alessandro Mei,"Sapienza University of Rome, Italy"
Daniel Menasché,"Federal University of Rio de Janeiro, Brazil"
Chenglin Miao,"University of Georgia, USA"
Enzo Mingozzi,"University of Pisa, Italy"
Nathalie Mitton,"Inria Lille - Nord Europe, France"
David Mohaisen,"University of Central Florida, USA"
Marie-Jose Montpetit,"Concordia University, Canada"
Tamer Nadeem,"Virginia Commonwealth University, USA"
Vinayak Naik,"BITS Pilani, Goa, India"
Enrico Natalizio,"University of Lorraine/Loria, France"
Giovanni Neglia,"Inria, France"
Srihari Nelakuditi,"University of South Carolina, USA"
Edith Ngai,"The University of Hong Kong, Hong Kong"
Shahriar Nirjon,"University of North Carolina at Chapel Hill, USA"
Di Niu,"University of Alberta, Canada"
Michele Nogueira,"Federal University of Minas Gerais, Brazil"
Jörg Ott,"Technische Universität München, Germany"
Sangheon Pack,"Korea University, South Korea"
Jeongyeup Paek,"Chung-Ang University, South Korea"
Deng Pan,"Florida International University, USA"
Jianli Pan,"University of Missouri, St. Louis, USA"
Jianping Pan,"University of Victoria, Canada"
Rong Pan,"Cisco Systems, USA"
Shivendra Panwar,"New York University, USA"
George Parisis,"University of Sussex, United Kingdom"
Andrea Passarella,"IIT-CNR, Italy"
Przemyslaw Pawelczak,"Delft University of Technology, The Netherlands"
Ioannis Pefkianakis,"Hewlett Packard Labs, USA"
Diego Perino,"Telefonica Research, Spain"
Dimitrios Pezaros,"University of Glasgow, United Kingdom"
Massimiliano Pierobon,"University of Nebraska-Lincoln, USA"
Sofie Pollin,"KU Leuven, Belgium"
George Polyzos,"Athens University of Economics and Business, Greece"
R. R. Venkatesha Prasad,"Delft University of Technology, The Netherlands"
Scott Pudlewski,"Georgia Tech Research Institute, USA"
Chen Qian,"University of California at Santa Cruz, USA"
Feng Qian,"University of Minnesota, Twin Cities, USA"
Daji Qiao,"Iowa State University, USA"
Yuben Qu,"Nanjing University of Aeronautics and Astronautics, P.R. China"
Byrav Ramamurthy,"University of Nebraska-Lincoln, USA"
Danda Rawat,"Howard University, USA"
Ju Ren,"Tsinghua University, P.R. China"
Francesco Restuccia,"Northeastern University, USA"
Gábor Rétvári,"Budapest University of Technology and Economics, Hungary"
Amr Rizk,"University of Duisburg-Essen, Germany"
Gianluca Rizzo,"HES SO Valais, Switzerland"
Antonio Rocha,"Fluminense Federal University, Brazil"
Roberto Rojas-Cessa,"New Jersey Institute of Technology, USA"
Kay Römer,"Graz University of Technology, Austria"
Dario Rossi,"Huawei Technologies, France"
Michele Rossi,"University of Padova, Italy"
Natalya Rozhnova,"Nokia Bell Labs France, France"
Yalin Sagduyu,"Virginia Tech, USA"
Swetank Kumar Saha,"Apple Inc., USA"
Sergio Salinas,"Wichita State University, USA"
Iraj Saniee,"Bell Labs, Nokia, USA"
Paolo Santi,"IIT-CNR, Italy"
Gabriel Scalosub,"Ben-Gurion University of the Negev, Israel"
Gregor Schiele,"University of Duisburg-Essen, Germany"
Jens Schmitt,"TU Kaiserslautern, Germany"
Henning Schulzrinne,"Columbia University, USA"
Vincenzo Sciancalepore,"NEC Laboratories Europe GmbH, Germany"
Hulya Seferoglu,"University of Illinois at Chicago, USA"
Michael Segal,"Ben-Gurion University of the Negev, Israel"
Pablo Serrano,"Universidad Carlos III de Madrid, Spain"
Ivan Seskar,"WINLAB, Rutgers University, USA"
Mo Sha,"Florida International University, USA"
Longfei Shangguan,"Princeton University, USA"
Haiying Shen,"University of Virginia, USA"
Ramanujan Sheshadri,"NEC Labs America, USA"
Shuyu Shi,"University of Nanjing, P.R. China"
Yi Shi,"Virginia Tech, USA"
Tao Shu,"Auburn University, USA"
Craig Shue,"Worcester Polytechnic Institute, USA"
Stephan Sigg,"Aalto University, Finland"
Simone Silvestri,"University of Kentucky, USA"
Christoph Sommer,"TU Dresden, Germany"
WenZhan Song,"University of Georgia, USA"
Thrasyvoulos Spyropoulos,"Technical University of Crete, Greece"
Ioannis Stavrakakis,"National and Kapodistrian University of Athens, Greece"
Martha Steenstrup,"Stow Research LLC, USA"
Lu Su,"Purdue University, USA"
Suresh Subramaniam,"George Washington University, USA"
Jinyuan (Stella) Sun,"University of Tennessee, USA"
Kun Sun,"George Mason University, USA"
Wenhai Sun,"Purdue University, USA"
Yin Sun,"Auburn University, USA"
Zhi Sun,"Tsinghua University, P.R. China"
Violet Syrotiuk,"Arizona State University, USA"
Chiu Tan,"Temple University, USA"
Haisheng Tan,"University of Science and Technology of China, P.R. China"
Rui Tan,"Nanyang Technological University, Singapore"
Feilong Tang,"Shanghai Jiao Tong University, P.R. China"
Shaojie Tang,"University of Texas at Dallas, USA"
János Tapolcai,"Budapest University of Technology and Economics, Hungary"
Sasu Tarkoma,"University of Helsinki, Finland"
Christian Timmerer,"Alpen-Adria-Universität Klagenfurt, Austria"
Massimo Tornatore,"Politecnico di Milano, Italy"
Hsin-Mu Tsai,"National Taiwan University, Taiwan"
Yu-Chee Tseng,"National Chiao-Tung University, Taiwan"
Eirini Eleni Tsiropoulou,"University of New Mexico, USA"
Guan-Hua Tu,"Michigan State Unversity, USA"
Damla Turgut,"University of Central Florida, USA"
Balajee Vamanan,"University of Illinois at Chicago, USA"
Ambuj Varshney,"National University of Singapore, Singapore"
Balázs Vass,"Budapest University of Technology and Economics, Hungary"
Arun Venkataramani,"UMass Amherst, USA"
Isabel Wagner,"De Montfort University, United Kingdom"
Zhiguo Wan,"Zhejiang Lab, Hangzhou, Zhejiang, P.R. China"
Boyang Wang,"University of Cincinnati, USA"
Chih-Chun Wang,"Purdue University, USA"
