Benjamin Chung,"[Northeastern University, Video Chair]"
Benjamin Delaware,"[Purdue University, Artifact Evaluation Co-Chair, Purdue University, Purdue University, United States]"
Benjamin Lucien Kaminski,"[Saarland University and University College London, Germany]"
Benjamin Mariano,"[The University of Texas at Austin, Texas, USA, United States]"
Beta Ziliani,"[FAMAF, UNC and CONICET, Argentina]"
Bor-Yuh Evan Chang,"[University of Colorado Boulder | Amazon, University of Colorado at Boulder; Amazon, United States]"
Brandon Lucia,"[Carnegie Mellon University, United States, Carnegie Mellon University, USA]"
Brian Demsky,[University of California at Irvine]
Brigitte Pientka,"[McGill University, General Chair, McGill University, Canada]"
C.-H. Luke Ong,"[University of Oxford, United Kingdom]"
Caitlin Sadowski,[Unknown]
Calin Cascaval,"[Google Research, New Zealand]"
Camil Demetrescu,"[Sapienza University Rome, Italy]"
Carlos Mão de Ferro,"[LASIGE, Faculty of Sciences, University of Lisbon, Portugal, Student Volunteer Co-Captain, Lasige / Faculty of Sciences, Universidade de Lisboa, Student Volunteer Co-Chair]"
Carole Mann,"[R.S.L, Registration]"
Caterina Urban,"[INRIA & École Normale Supérieure | Université PSL, France]"
Cezara Drăgoi,"[INRIA, ENS, CNRS, France]"
Chandrakana Nandi,"[Certora, United States]"
Chao Wang,"[University of Southern California, United States]"
Charith Mendis,"[University of Illinois at Urbana-Champaign, United States]"
Charlie Curtsinger,[Grinnell College]
Chris Seaton,"[Shopify, United Kingdom]"
Christine Tasson,[University Paris Diderot]
Christoph Matheja,"[DTU, Denmark]"
Christopher Pulte,"[University of Cambridge, United Kingdom]"
Christos Dimoulas,"[PLT @ Northwestern University, United States]"
Chung-Kil Hur,"[Seoul National University, Korea, South, Seoul National University, South Korea]"
Chung-chieh Shan,"[Indiana University, USA]"
Cindy Rubio-González,"[University of California, Davis, United States, University of California at Davis, United States]"
Claudio Russo,[Microsoft Research]
Clemens Dubslaff,"[TU Dresden, Germany]"
Clément Pit-Claudel,"[EPFL / AWS, United States]"
Colin Gordon,"[Drexel University, United States]"
Conrad Watt,"[University of Cambridge, United Kingdom]"
Constantin Enea,"[Ecole Polytechnique / LIX / CNRS, France]"
Corina S. Pasareanu,"[Carnegie Mellon University Silicon Valley, NASA Ames Research Center]"
Corina S. Păsăreanu,"[Carnegie Mellon University, United States]"
Cormac Flanagan,[University of California at Santa Cruz]
Cristian Cadar,"[Imperial College London, UK, United Kingdom]"
Cyrus Omar,"[University of Michigan, United States]"
Cédric Fournet,[Microsoft Research]
Cătălin Hriţcu,"[Inria Paris, Artifact Evaluation Co-Chair]"
Damien Pous,[CNRS]
Damien Zufferey,[MPI-SWS]
Daming Zou,"[ETH Zurich, Switzerland]"
Dan Barowy,"[Williams College, United States]"
Dan Grossman,"[University of Washington, United States]"
Dan Iorga,"[Imperial College London, United Kingdom, Imperial College London, UK, United Kingdom]"
Dana Drachsler Cohen,"[ETH Zurich, Switzerland, Technion, Israel]"
Danel Ahman,"[University of Ljubljana, Slovenia]"
Danfeng Zhang,"[Pennsylvania State University, United States]"
Daniel Marshall,"[University of Kent, UK, United Kingdom]"
Daniel R. Licata,"[Wesleyan University, United States]"
Darko Marinov,"[University of Illinois at Urbana-Champaign, United States]"
David Broman,"[KTH, Sweden]"
David Darais,"[Galois, Inc., United States]"
David I. August,"[Princeton University, USA]"
David Monniaux,[Grenoble Alps University / CNRS / Grenoble INP / VERIMAG]
David Moon,[University of Michigan]
David Naumann,"[Stevens Institute of Technology, Stevens Institute of Technology, United States]"
David Pichardie,"[Meta, France]"
David Van Horn,"[University of Maryland, USA, University of Maryland, United States]"
David Walker,"[Princeton University, United States, Industrial Relations Chair, Princeton University, United States, Industrial Relations Co-Chair, Princeton University, United States]"
Deepak Garg,"[Max Planck Institute for Software Systems, Germany, MPI-SWS, Germany]"
Deian Stefan,"[University of California at San Diego, United States]"
Deivid Vale,"[Radboud University, Netherlands]"
Dexter Kozen,"[Cornell University, United States]"
Dimitrios Vytiniotis,"[Microsoft Research, Cambridge, DeepMind, United Kingdom]"
Dimitris Mitropoulos,"[University of Athens, Greece]"
Dominic Orchard,"[University of Kent, UK, United Kingdom]"
Dominik Winterer,"[ETH Zurich, Switzerland]"
Dominique Devriese,"[Vrije Universiteit Brussel, Belgium]"
Dongpeng Xu,"[University of New Hampshire, United States]"
Doug Lea,"[State University of New York (SUNY) Oswego, United States]"
Eddy (Zheng) Zhang,[Rutgers]
Eijiro Sumii,"[Tohoku University, Japan]"
Ekaterina Komendantskaya,"[Heriot-Watt University, UK]"
Elena Zucca,"[University of Genoa, Italy]"
Elliott Slaughter,[SLAC National Accelerator Laboratory]
Emilio Jesús Gallego Arias,"[INRIA, France]"
Emina Torlak,"[University of Washington, United States]"
Eran Yahav,"[Technion, Israel, Technion]"
Erez Petrank,"[Technion, Israel]"
Eric Eide,"[University of Utah, United States]"
Eric Koskinen,"[Stevens Institute of Technology, Stevens Institute of Technology, United States]"
Eva Darulova,"[MPI-SWS, Germany]"
Fan Long,"[University of Toronto, Canada]"
Fernando Magno Quintão Pereira,"[Federal University of Minas Gerais, Brazil]"
Filip Sieczkowski,"[University of Wrocław, Poland]"
Filippo Bonchi,[University of Pisa]
Francesco Logozzo,"[Facebook, United States]"
Francesco Ranzato,"[University of Padova, Italy]"
Francesco Zappa Nardelli,"[Meta, France]"
Frank Pfenning,"[Carnegie Mellon University, USA]"
François Gauthier,"[Oracle Labs, Australia]"
François Pottier,"[Inria, France]"
Fredrik Kjolstad,"[Stanford University, Stanford University, United States]"
Freek Verbeek,"[Open University of the Netherlands, The Netherlands]"
Fritz Henglein,"[Department of Computer Science, University of Copenhagen (DIKU), Denmark, General Chair, Department of Computer Science, University of Copenhagen (DIKU) and Deon Digital, Local Arrangements Chair]"
Gabriel Scherer,"[INRIA Saclay, France]"
Gabriele Keller,"[Utrecht University, Netherlands]"
Gagandeep Singh,"[VMWare Research and UIUC, United States, University of Illinois at Urbana-Champaign, United States]"
Gail Kaiser,"[Columbia University, United States]"
Gang Tan,"[Pennsylvania State University, United States]"
Gavin Bierman,"[Oracle Labs, United Kingdom]"
Gerwin Klein,"[CSIRO's Data61 and UNSW Sydney, Australia]"
Giuseppe Castagna,"[CNRS; Université de Paris, France]"
Goran Piskachev,"[Fraunhofer IEM, Germany]"
Gowtham Kaki,"[University of Colorado Boulder, United States]"
Greta Yorsh,[Jane Street]
Grigore Roşu,[University of Illinois at Urbana-Champaign]
Guannan Wei,"[Purdue University, United States]"
Guilherme Espada,"[University of Lisbon, Portugal, LASIGE, Faculdade de Ciências, Universidade de Lisboa, Portugal, LASIGE, University of Lisbon, Portugal]"
Gustavo Petri,[ARM Research]
Guy Gueta,"[VMWare Research, VMWare]"
Görel Hedin,"[Lund University, Sweden]"
Hailong Zhang,[Fordham University]
Hanneli Tavante,"[McGill University, Student Volunteer Co-Chair, McGill University, Unaffiliated]"
Harrison Goldstein,"[University of Pennsylvania, United States, Social Co-Chair]"
He Zhu,"[Rutgers University, USA]"
Heather Miller,"[Carnegie Mellon University, Carnegie Mellon University, USA]"
Hendrik Maarand,[Tallinn University of Technology]
Hernán Ponce de León,"[Bundeswehr University Munich, Germany]"
Hila Peleg,"[Technion, Israel]"
Hiroshi Unno,"[University of Tsukuba, Japan]"
Hongjin Liang,"[Nanjing University, China, China, Nanjing University, China]"
Hongseok Yang,"[KAIST, South Korea, KAIST, South Korea, PC Chair]"
Hongzheng Chen,"[Cornell University, United States]"
Hsiang-Shang ‘Josh’ Ko,"[National Institute of Informatics, Japan, Website Chair, Taiwan, Institute of Information Science, Academia Sinica, Taiwan, Web Chair]"
Hugo Brunie,[INRIA]
Hugo Herbelin,"[Ichiro Hasuo, National Institute of Informatics, Japan, Japan, Inria]"
Ichiro Hasuo,"[National Institute of Informatics, Japan]"
Ilya Sergey,"[Yale-NUS College and National University of Singapore, Singapore, Yale-NUS College and National University of Singapore, Singapore, Social Co-Chair, National University of Singapore, Singapore, Workshops Co-Chair, National University of Singapore, Singapore, Yale-NUS College, Singapore]"
Irene Finocchi,"[Luiss Guido Carli, Italy]"
Irene Yoon,[University of Pennsylvania]
Isabella Mastroeni,"[University of Verona, Italy]"
Işıl Dillig,"[University of Texas at Austin, United States, University of Texas at Austin, USA]"
J. Garrett Morris,"[The University of Iowa, United States]"
Jacques Garrigue,"[Nagoya University, Japan]"
Jacques-Henri Jourdan,"[CNR, LMF, France]"
Jade Alglave,"[University College London, France]"
Jakub Zalewski,[Video Chair]
James Bornholt,"[University of Texas at Austin, United States]"
James Cheney,"[University of Edinburgh, United Kingdom]"
James R. Wilcox,"[Certora, United States, University of Washington, Seattle, United States]"
Jan Hoffmann,"[Carnegie Mellon University, United States, Carnegie Mellon University, United States, Workshops Co-Chair]"
Jason Ansel,"[Meta, United States]"
Jason Hemann,"[Northeastern University, United States]"
Jean-Baptiste Tristan,"[Amazon Web Services, United States]"
Jean-Philippe Bernardy,[University of Gothenburg]
Jedidiah McClurg,"[Colorado State University, United States]"
Jeehoon Kang,"[KAIST, South Korea, Artifact Evaluation Co-Chair, KAIST, South Korea, KAIST, South Korea, Student Research Competition Co-Chair]"
Jeffrey S. Foster,"[Tufts University, United States]"
Jennifer B. Sartor,"[Ghent University and Vrije Universiteit Brussel, Belgium]"
Jennifer Paykin,"[Galois, Inc., United States, Accessibility, Diversity and Inclusion Chair]"
Jeremy G. Siek,"[Indiana University, USA, United States]"
Jeremy Yallop,"[University of Cambridge, United Kingdom]"
Jesper Cockx,"[TU Delft, Netherlands]"
Jialu Bao,[Cornell University]
Jie Zhou,"[University of Rochester, United States]"
Jingbo Wang,[University of Southern California]
Jingxuan He,"[ETH Zurich, Switzerland]"
John Hui,"[Columbia University, New York, United States]"
John Regehr,"[University of Utah, United States, University of Utah]"
John Renner,"[University of California at San Diego, USA]"
John Sarracino,"[University of California, San Diego]"
John Vilk,"[Stripe, United States]"
John Wickerson,"[Imperial College London, United Kingdom]"
Jonas Kastberg Hinrichsen,"[Aarhus University, Denmark]"
Jonathan Bell,"[George Mason University, United States]"
Jonathan Ragan-Kelley,"[Massachusetts Institute of Technology, United States]"
Jonathan Sterling,"[Aarhus University, Denmark]"
Joost-Pieter Katoen,"[RWTH Aachen University, Germany]"
Jorge A. Pérez,"[University of Groningen, Netherlands]"
Joseph Devietti,[University of Pennsylvania]
Joseph Tassarotti,"[NYU, United States]"
Josh Berdine,"[Facebook, Meta, United Kingdom]"
Josiah Hester,"[Georgia Institute of Technology, United States]"
José Fragoso Santos,"[INESC-ID/Instituto Superior Técnico, Portugal]"
Joxan Jaffar,"[National University of Singapore, Singapore]"
Jubi Taneja,"[Microsoft Research, United States]"
Jules Jacobs,[Radboud University]
Julian Dolby,"[IBM Research, USA]"
Julian Shun,[MIT]
June Andronick,"[Data61,CSIRO (formerly NICTA) and UNSW, Australia]"
Justin Hsu,"[University of Wisconsin-Madison, USA, United States, Cornell University, United States]"
KC Sivaramakrishnan,"[IIT Madras and Tarides, India]"
Kapil Vaswani,[Microsoft Research]
Karine Even-Mendoza,"[Imperial College London, United Kingdom]"
Karthikeyan Bhargavan,"[Inria, France]"
Kathleen Fisher,"[Tufts University, USA, United States]"
Kathryn S McKinley,[Google]
Ke Wang,"[Visa Research, Visa Research, United States]"
Kedar Namjoshi,"[Nokia Bell Labs, United States]"
Kenneth L. McMillan,"[University of Texas at Austin, United States]"
Kevin Ellis,"[Cornell University, United States]"
Keyur Joshi,"[University of Illinois at Urbana-Champaign, United States]"
Kihong Heo,"[KAIST, South Korea]"
Klaus Ostermann,"[University of Tübingen, University of Tübingen, Germany]"
Koen Claessen,"[Chalmers University of Technology, Sweden]"
Kohei Suenaga,"[Graduate School of Informatics, Kyoto University, Japan]"
Koko Muroya,"[RIMS, Kyoto University, Japan]"
Konstantinos Kallas,"[University of Pennsylvania, Student Volunteer Co-Chair, University of Pennsylvania, United States]"
Konstantinos Mamouras,"[Rice University, United States]"
Kostas Ferles,"[Veridise Inc., United States]"
Kristoffer Just Arndal Andersen,"[Aarhus University, Technical Support]"
Kristopher Micinski,"[Syracuse University, United States]"
Kwangkeun Yi,"[Seoul National University, South Korea]"
Larisa Safina,"[INRIA Lillle - Nord Europe, France]"
Lars B. van den Haak,"[Eindhoven University of Technology, Netherlands]"
Lars Birkedal,"[Aarhus University, Program Chair, Aarhus University, PC Chair]"
Laura Kovacs,"[Vienna University of Technology (TU Wien), Austria]"
Laure Gonnord,"[University of Lyon & LIP, France]"
Lauren Pick,"[University of Wisconsin-Madison and University of California, Berkeley, United States]"
Leif Andersen,"[Northeastern University, USA, Video Chair]"
Lennard Gäher,"[MPI-SWS & Saarland University, Germany]"
Leonidas Lampropoulos,"[University of Maryland, College Park, Greece]"
Limin Jia,"[Carnegie Mellon University, United States, Carnegie Mellon University]"
Lindsey Kuper,[University of California at Santa Cruz]
Loris D'Antoni,"[University of Wisconsin-Madison, USA, University of Wisconsin-Madison, USA, Publicity Chair, University of Wisconsin-Madison, United States]"
Louis-Noël Pouchet,"[Colorado State University, Colorado State University, USA]"
Luc Maranget,"[Inria Paris, France]"
Luís Pina,"[University of Illinois at Chicago, United States]"
Madan Musuvathi,[Microsoft Research]
Madhukar Kedlaya,"[Shape Security, United States]"
Magnus Madsen,[Aarhus University]
Magnus O. Myreen,"[Chalmers University of Technology, Sweden, Chalmers University of Technology]"
Mahmut Taylan Kandemir,"[Pennsylvania State University, United States]"
Maja Hanne Kirkeby,[nan]
Malavika Samak,"[CSAIL, MIT, United States]"
Mallku Soldevila,"[FAMAF, UNC / CONICET, Argentina]"
Mandana Vaziri,[IBM Research]
Manu Sridharan,"[University of California at Riverside, United States, University of California Riverside, United States]"
Manuel Rigger,"[National University of Singapore, Singapore]"
Marc Brockschmidt,"[Microsoft Research, United Kingdom]"
Marco Gaboardi,"[University at Buffalo, SUNY, United States, Workshops Co-Chair, Boston University, United States]"
Marco Patrignani,"[University of Trento, Italy]"
Marco Vassena,"[Utrecht University, Netherlands]"
Marcos Horro Varela,"[Advanced Micro Devices (AMD), Spain]"
Marcos Yukio Siraichi,[The University of Tokyo]
Margus Veanes,[Microsoft Research]
Maria Bendix Mikkelsen,[nan]
Maria Christakis,"[MPI-SWS, Germany]"
Mark Batty,"[University of Kent, United Kingdom]"
Markus Püschel,"[ETH Zurich, Switzerland]"
Martin C. Rinard,"[Massachusetts Institute of Technology, United States]"
Martin Erwig,"[Oregon State University, United States]"
Martin Hirzel,"[IBM Research, United States]"
Martin Lester,"[University of Reading, United Kingdom]"
Martin Maas,"[Google, United States]"
Maryam Mehri Dehnavi,"[University of Toronto, Canada]"
Matt Bowers,"[MIT-CSAIL, United States]"
Matteo Cimini,"[University of Massachusetts Lowell, United States]"
Matteo Maffei,[TU Wien]
Matthew Flatt,"[University of Utah, USA]"
Matthew Hague,"[Royal Holloway University of London, United Kingdom]"
Matthew Hammer,"[None, United States]"
Matthew J. Parkinson,"[Microsoft Research, UK, United Kingdom]"
Matthias Hauswirth,"[USI Lugano, Switzerland]"
Matthias Heizmann,"[University of Freiburg, Germany]"
Matthias Springer,"[Tokyo Institute of Technology, Germany]"
Matthieu Sozeau,"[Inria, France]"
Maxi Wuttke,"[MPI-SWS, Germany]"
Maxime Cordy,"[University of Luxembourg, Luxembourg]"
Mayur Naik,[University of Pennsylvania]
Mehran Alidoost Nia,"[University of Tehran, Iran]"
Michael B. James,"[University of California at San Diego, United States]"
Michael Carbin,"[Massachusetts Institute of Technology, United States, Massachusetts Institute of Technology, USA]"
Michael D. Adams,"[University of Utah, United States, University of Michigan, United States]"
Michael D. Bond,"[Ohio State University, USA]"
Michael Emmi,"[SRI International, United States, Amazon Web Services, United States]"
Michael F. P. O'Boyle,[University of Edinburgh]
Michael Greenberg,"[Pomona College, Publicity Chair, Pomona College, Pomona College, Publicity Chair and Virtualization Chair, Stevens Institute of Technology, United States]"
Michael Hicks,"[University of Maryland at College Park, Amazon Web Services and the University of Maryland, United States]"
Michael Mislove,"[Tulane, Local Chair]"
Michael Pradel,"[TU Darmstadt and Facebook, Germany, University of Stuttgart, Germany]"
Michele Pagani,"[IRIF - Université de Paris Cité, France]"
Michelle Mills Strout,[Hewlett Packard Enterprise]
Michelle Strout,"[University of Arizona, United States]"
Mihai Budiu,[VMware Research Group]
Mila Dalla Preda,"[University of Verona, Italy]"
Milind Kulkarni,"[Purdue University, United States]"
Minjia Zhang,"[Microsoft Research, United States]"
Mirco Tribastone,"[IMT Institute for Advanced Studies Lucca, Italy]"
Mohamed Faouzi Atig,"[Uppsala University, Sweden]"
Mohsen Lesani,"[University of California, Riverside, University of California at Riverside, University of California at Riverside, United States]"
Mukund Raghothaman,"[University of Southern California, Artifact Evaluation Co-Chair, University of Southern California, University of Southern California, United States]"
Mário Pereira,[NOVA LINCS & DI -- Nova School of Science and Technology]
Na Meng,"[Virginia Tech, United States, Virginia Tech, USA]"
Nada Amin,"[Harvard University, United States]"
Nadia Polikarpova,"[University of California at San Diego, University of California at San Diego, United States, University of California, San Diego, United States]"
Naoki Kobayashi,"[University of Tokyo, Japan]"
Nate Foster,"[Cornell University, United States, Cornell University, United States, Industrial Relations Co-Chair, Cornell University, United States, Industrial Relations]"
Nathan Chong,"[Amazon, United Kingdom]"
Neea Rusch,"[Augusta University, United States]"
Neel Krishnaswami,"[University of Cambridge, United Kingdom, Computer Laboratory, University of Cambridge]"
Neha Agarwal,"[Google, United States]"
Neringa Young,[Lithuania]
Nicolas Tabareau,"[Inria, France]"
Nicolas Wu,"[Imperial College London, United Kingdom]"
Nikhil Swamy,"[Microsoft Research, United States]"
Niki Vazou,"[IMDEA Software Institute, Student Research Competition Chair, IMDEA Software Institute, IMDEA Software Institute, Student Research Competition Co-Chair]"
Nikos Vasilakis,"[MIT CSAIL, USA, Greece]"
Nils Anders Danielsson,"[University of Gothenburg, Chalmers University of Technology]"
Ningning Xie,"[Google Brain / University of Toronto, United Kingdom, Google DeepMind / University of Toronto, Canada]"
Noam Rinetzky,"[Tel Aviv University, Israel]"
Noam Zeilberger,"[University of Birmingham, UK]"
Nobuko Yoshida,[Imperial College London]
Nuno P. Lopes,"[Microsoft Research, Microsoft Research, United Kingdom, INESC-ID; Instituto Superior Técnico - University of Lisbon, Portugal]"
Oded Padon,"[VMware Research, United States, VMWare Research, United States]"
Ohad Kammar,"[University of Edinburgh, United Kingdom]"
Ori Lahav,"[Tel Aviv University, Tel Aviv University, Student Research Competition Co-Chair, Tel Aviv University, Israel]"
Ornela Dardha,"[University of Glasgow, United Kingdom]"
Osbert Bastani,"[University of Pennsylvania, United States]"
Owolabi Legunsen,"[Cornell University, United States]"
P. Madhusudan,"[University of Illinois at Urbana-Champaign, United States]"
Parosh Aziz Abdulla,"[Uppsala University, Sweden]"
Patrice Godefroid,"[Microsoft Research, United States]"
Patricia Johann,[Appalachian State University]
Paul Gazzillo,"[University of Central Florida, United States]"
Pavel Panchekha,"[University of Utah, United States, Artifact Evaluation Co-Chair, University of Utah, United States]"
Pavol Bielik,"[ETH Zurich, Switzerland]"
Pavol Cerny,"[TU Wien, Austria]"
Pedro da Costa Abreu Junior,[Purdue University]
Peisen Yao,"[Zhejing University, China]"
Peixin Wang,[University of Oxford]
Pengbo Yan,[University of Melbourne]
Petar Tsankov,"[ETH Zurich / ChainSecurity, Switzerland]"
Peter Hawkins,[Google]
Peter O'Hearn,[Facebook]
Peter Selinger,[Dalhaousie University]
Peter Thiemann,"[University of Freiburg, Germany]"
Peter-Michael Osera,"[Grinnell College, United States]"
Phil Nguyen,[Google]
Philipp Ruemmer,"[Uppsala University, Sweden]"
Phitchaya Mangpo Phothilimthana,[Google]
Pierre Clairambault,"[CNRS & ENS Lyon, France]"
Pierre Ganty,"[IMDEA Software Institute, Spain]"
Pierre Geneves,"[CNRS/LIG, France]"
Pierre-Yves Strub,"[Ecole Polytechnique, France]"
Pietro Ferrara,"[Università Ca' Foscari, Venezia, Italy]"
Qirun Zhang,"[Georgia Institute of Technology, United States, Georgia Institute of Technology, USA]"
Quang-Trung Ta,[National University of Singapore]
Rachit Nigam,"[Cornell University, USA, Cornell University, United States]"
Radha Jagadeesan,[DePaul University]
Radu Grigore,"[University of Kent, United Kingdom, Facebook, United Kingdom]"
Rahul Sharma,[Microsoft Research]
Rajeev Alur,"[University of Pennsylvania, General Chair]"
Ralf Hinze,[Technische Universität Kaiserslautern]
Ralf Jung,"[ETH Zürich, Switzerland]"
Ranjit Jhala,"[University of California at San Diego, United States, University of California at San Diego, University of California at San Diego; Amazon Web Services, United States]"
Raphaël Monat,"[Sorbonne Université — LIP6, France]"
Rastislav Bodík,"[University of Washington, United States, Google Research, Brain Team, United States]"
Ravi Chugh,"[University of Chicago, University of Chicago, United States]"
Richard A. Eisenberg,"[Jane Street, United States]"
Rishabh Singh,"[Google Brain, United States]"
Robbert Krebbers,"[Delft University of Technology, Netherlands, Radboud University Nijmegen, Netherlands]"
Robert Atkey,[University of Strathclyde]
Robert Bruce Findler,"[Northwestern University, United States]"
Robert Rand,"[University of Chicago, United States]"
Roberto Blanco,[Max Planck Institute for Security and Privacy (MPI-SP)]
Roland Meyer,[TU Braunschweig]
Ronald Garcia,[University of British Columbia]
Ronghui Gu,"[Columbia University, United States, Columbia University, USA]"
Roopsha Samanta,[Purdue University]
Ross Tate,"[Cornell University, United States]"
Rupak Majumdar,[MPI-SWS]
Ruzica Piskac,"[Yale University, USA, Workshops Co-Chair, Yale University, United States, Workshops Co-Chair, Yale University, USA, Yale University, United States]"
Ryan Beckett,"[Microsoft Research, USA]"
Ryan R. Newton,"[Indiana University, United States, Facebook, United States]"
Sam Guyer,"[Tufts University, United States]"
Sam Lindley,"[The University of Edinburgh and Imperial College London, United Kingdom]"
Sam Staton,[University of Oxford]
Sam Tobin-Hochstadt,"[Indiana University, United States, Indiana University]"
Sandeep Dasgupta,"[Google, USA, United States]"
Sandrine Blazy,"[Univ Rennes- IRISA, France, Univ Rennes, IRISA, France]"
Santiago Zanella-Béguelin,"[Microsoft Research, Cambridge, United Kingdom]"
Santosh Nagarakatte,"[Rutgers University, United States, Rutgers University, USA]"
Sara Achour,"[MIT, United States]"
Sarah E. Chasins,"[University of California, Berkeley]"
Sasa Misailovic,"[University of Illinois at Urbana-Champaign, United States]"
Saswat Padhi,"[Amazon Web Services, USA, United States]"
Satish Chandra,"[Facebook, United States, Meta Platforms, United States]"
Saumya Debray,[University of Arizona]
Saurav Muralidharan,"[NVIDIA, United States]"
Scott Owens,"[University of Kent, UK, United Kingdom]"
Sebastian Burckhardt,"[Microsoft Research, Switzerland]"
Sebastian Hack,"[Saarland University, Germany]"
Shachar Itzhaky,"[Technion, Israel, Israel]"
Shan Lu,"[University of Chicago, United States]"
Shangyin Tan,"[Purdue University, United States]"
Shaz Qadeer,"[Facebook, United States]"
Sheng Chen,[University of Louisiana at Lafayette]
Shin-ya Katsumata,"[National Institute of Informatics, Japan]"
